searched_name,openalex_id,display_name,works_api_url,h_index,works_count,country_code,relevance_score,name_similarity
Cameron Lai,https://openalex.org/A5019218689,Cameron Lai,https://api.openalex.org/works?filter=author.id:A5019218689,2,8,JP,714.8535,100.0
Camilla Spadavecchia,https://openalex.org/A5077212850,Camilla Spadavecchia,https://api.openalex.org/works?filter=author.id:A5077212850,4,8,NL,1586.8628,100.0
Carina I Hausladen,https://openalex.org/A5056226566,Carina Ines Hausladen,https://api.openalex.org/works?filter=author.id:A5056226566,9,40,US,3815.4094,92.3076923076923
Carl Gershenson,https://openalex.org/A5038955179,Carl Gershenson,https://api.openalex.org/works?filter=author.id:A5038955179,9,28,US,5651.6055,100.0
Carl Nordlund,https://openalex.org/A5033663242,Carl Nordlund,https://api.openalex.org/works?filter=author.id:A5033663242,6,24,SE,2946.8662,100.0
Carl Öhman,https://openalex.org/A5074193638,Carl Öhman,https://api.openalex.org/works?filter=author.id:A5074193638,9,33,SE,4118.267,100.0
Carlo Romano Marcello Alessandro Santagiustina,https://openalex.org/A5072805217,Carlo Romano Marcello Alessandro Santagiustina,https://api.openalex.org/works?filter=author.id:A5072805217,4,26,IT,4264.8477,100.0
Carolina Coimbra Vieira,https://openalex.org/A5072186861,Carolina Coimbra Vieira,https://api.openalex.org/works?filter=author.id:A5072186861,6,25,,1956.4586,100.0
Caroline Violot,https://openalex.org/A5094063486,Caroline Violot,https://api.openalex.org/works?filter=author.id:A5094063486,1,7,CH,1422.3759,100.0
Carsten Schwemmer,https://openalex.org/A5041097650,Carsten Schwemmer,https://api.openalex.org/works?filter=author.id:A5041097650,15,658,,6062.8667,100.0
Caspar J. Van Lissa,https://openalex.org/A5069426228,Caspar J. Van Lissa,https://api.openalex.org/works?filter=author.id:A5069426228,36,200,NL,20376.621,100.0
Cassandra Gunasekaram,https://openalex.org/A5092642158,Cassandra Gunasekaram,https://api.openalex.org/works?filter=author.id:A5092642158,2,2,CH,1061.1174,100.0
Cate Heine,https://openalex.org/A5027319334,Cate Heine,https://api.openalex.org/works?filter=author.id:A5027319334,7,21,GB,2935.3674,100.0
Catherine A. Gimbrone,https://openalex.org/A5078459283,Catherine Gimbrone,https://api.openalex.org/works?filter=author.id:A5078459283,11,28,US,3124.1116,92.3076923076923
Cathy DiGennaro,https://openalex.org/A5120298484,Cathy DiGennaro,https://api.openalex.org/works?filter=author.id:A5120298484,0,1,US,90.8186,100.0
Celina Kacperski,https://openalex.org/A5049587610,Celina Kacperski,https://api.openalex.org/works?filter=author.id:A5049587610,10,64,DE,4503.441,100.0
Ceren Budak,https://openalex.org/A5086827245,Ceren Budak,https://api.openalex.org/works?filter=author.id:A5086827245,22,108,US,9800.831,100.0
Cesar A Hidalgo,https://openalex.org/A5064297795,César A. Hidalgo,https://api.openalex.org/works?filter=author.id:A5064297795,52,249,CO,26816.002,90.32258064516128
Cesar Marin-Flores,https://openalex.org/A5118958020,Cesar Marín-Flores,https://api.openalex.org/works?filter=author.id:A5118958020,0,2,,50.07231,94.44444444444444
Chan Young Park,https://openalex.org/A5100608518,Chan Young Park,https://api.openalex.org/works?filter=author.id:A5100608518,37,112,KR,13654.435,100.0
Chang Liu,https://openalex.org/A5100353357,Chang Liu,https://api.openalex.org/works?filter=author.id:A5100353357,80,576,CN,19053.75,100.0
Chaoqun Ni,https://openalex.org/A5022747234,Chaoqun Ni,https://api.openalex.org/works?filter=author.id:A5022747234,19,86,CN,7947.871,100.0
Charles Dorison,https://openalex.org/A5054686259,Charles Dorison,https://api.openalex.org/works?filter=author.id:A5054686259,14,70,US,5622.9805,100.0
Charlotte Ren,https://openalex.org/A5030206116,Charlotte Ren,https://api.openalex.org/works?filter=author.id:A5030206116,8,33,US,3595.9602,100.0
Cheng-Ying Wu,https://openalex.org/A5050453522,Cheng‐Ying Wu,https://api.openalex.org/works?filter=author.id:A5050453522,30,90,CN,9784.094,92.3076923076923
Chhandak Bagchi,https://openalex.org/A5072564674,Chhandak Bagchi,https://api.openalex.org/works?filter=author.id:A5072564674,3,11,US,1328.6931,100.0
Chiara Chiavenna,https://openalex.org/A5028705781,Chiara Chiavenna,https://api.openalex.org/works?filter=author.id:A5028705781,6,21,,2879.601,100.0
Chiara Drolsbach,https://openalex.org/A5058128327,Chiara Drolsbach,https://api.openalex.org/works?filter=author.id:A5058128327,5,11,,2391.6965,100.0
Chloe Eggleston,https://openalex.org/A5086659454,Chloe Eggleston,https://api.openalex.org/works?filter=author.id:A5086659454,0,2,US,82.97844,100.0
Chris Callison-Burch,https://openalex.org/A5068508539,Chris Callison-Burch,https://api.openalex.org/works?filter=author.id:A5068508539,60,375,US,40966.918,100.0
Chris Kempes,https://openalex.org/A5028862879,Christopher P. Kempes,https://api.openalex.org/works?filter=author.id:A5028862879,25,140,US,6957.7456,72.72727272727273
Christian Bretter,https://openalex.org/A5040974704,Christian Bretter,https://api.openalex.org/works?filter=author.id:A5040974704,10,33,AU,3439.2217,100.0
Christian Geiß,https://openalex.org/A5019520142,Christian Geiß,https://api.openalex.org/works?filter=author.id:A5019520142,24,120,DE,6978.2524,100.0
Christian Steglich,https://openalex.org/A5030685996,Christian Steglich,https://api.openalex.org/works?filter=author.id:A5030685996,42,104,,16196.86,100.0
Christo Wilson,https://openalex.org/A5072703507,Christo Wilson,https://api.openalex.org/works?filter=author.id:A5072703507,51,153,US,15869.033,100.0
Christof Nägel,https://openalex.org/A5038568388,Christof Nägel,https://api.openalex.org/works?filter=author.id:A5038568388,9,30,NL,3147.527,100.0
Christof Weinhardt,https://openalex.org/A5021007726,Christof Weinhardt,https://api.openalex.org/works?filter=author.id:A5021007726,46,658,DE,21969.092,100.0
Christofer Edling,https://openalex.org/A5044369270,Christofer Edling,https://api.openalex.org/works?filter=author.id:A5044369270,22,120,SE,9586.065,100.0
Christoph Engel,https://openalex.org/A5033292535,Christoph Engel,https://api.openalex.org/works?filter=author.id:A5033292535,91,666,GB,15377.79,100.0
Christoph Kern,https://openalex.org/A5037204027,Christoph Kern,https://api.openalex.org/works?filter=author.id:A5037204027,37,157,AT,10193.797,100.0
Christoph Müller,https://openalex.org/A5100762441,Christoph Müller,https://api.openalex.org/works?filter=author.id:A5100762441,94,664,IE,29082.14,100.0
Christopher K. Frantz,https://openalex.org/A5090537015,Christopher Frantz,https://api.openalex.org/works?filter=author.id:A5090537015,10,73,NO,3293.372,92.3076923076923
Christopher Michael Dobmeier,https://openalex.org/A5120897861,Christopher Michael Dobmeier,https://api.openalex.org/works?filter=author.id:A5120897861,0,1,,102.57571,100.0
Chrysoula Kosma,https://openalex.org/A5013281995,Chrysoula Kosma,https://api.openalex.org/works?filter=author.id:A5013281995,2,11,,1142.5947,100.0
Cinoo Lee,https://openalex.org/A5067413576,Cinoo Lee,https://api.openalex.org/works?filter=author.id:A5067413576,1,1,,1774.8596,100.0
Ciro Beneduce,https://openalex.org/A5099035918,Ciro Beneduce,https://api.openalex.org/works?filter=author.id:A5099035918,1,5,IT,885.8931,100.0
Claire Kelling,https://openalex.org/A5020125188,Claire Kelling,https://api.openalex.org/works?filter=author.id:A5020125188,6,21,,1844.7933,100.0
Claire Wonjeong jo,https://openalex.org/A5095383449,Claire Wonjeong Jo,https://api.openalex.org/works?filter=author.id:A5095383449,2,6,,1054.6238,100.0
Clara Egger,https://openalex.org/A5081249087,Clara Egger,https://api.openalex.org/works?filter=author.id:A5081249087,7,69,,2369.4644,100.0
Clara Eminente,https://openalex.org/A5061086330,Clara Eminente,https://api.openalex.org/works?filter=author.id:A5061086330,1,2,,518.8274,100.0
Clare Llewellyn,https://openalex.org/A5073160298,Clare Llewellyn,https://api.openalex.org/works?filter=author.id:A5073160298,50,246,GB,12780.87,100.0
Claudia Acciai,https://openalex.org/A5060256587,Claudia Acciai,https://api.openalex.org/works?filter=author.id:A5060256587,5,17,DK,2407.3325,100.0
Clemens Stachl,https://openalex.org/A5048056611,Clemens Stachl,https://api.openalex.org/works?filter=author.id:A5048056611,21,93,CH,8580.044,100.0
Collin Coil,https://openalex.org/A5093454296,Collin Coil,https://api.openalex.org/works?filter=author.id:A5093454296,2,13,US,756.6168,100.0
Connor Thomas Jerzak,https://openalex.org/A5026867670,Connor Jerzak,https://api.openalex.org/works?filter=author.id:A5026867670,5,509,SE,1600.8309,78.78787878787878
Cook Hyun Kim,https://openalex.org/A5043526367,Cook Hyun Kim,https://api.openalex.org/works?filter=author.id:A5043526367,2,11,GB,990.2063,100.0
Coralie Chevallier,https://openalex.org/A5048242428,Coralie Chevallier,https://api.openalex.org/works?filter=author.id:A5048242428,39,385,FR,15380.483,100.0
Corinna Coupette,https://openalex.org/A5054439389,Corinna Coupette,https://api.openalex.org/works?filter=author.id:A5054439389,7,62,DE,2601.5205,100.0
Cornelius Puschmann,https://openalex.org/A5051642685,Cornelius Puschmann,https://api.openalex.org/works?filter=author.id:A5051642685,28,111,DE,9306.7705,100.0
Corrado Monti,https://openalex.org/A5002012048,Corrado Monti,https://api.openalex.org/works?filter=author.id:A5002012048,13,56,IT,3898.493,100.0
Cristian Jara-Figueroa,https://openalex.org/A5038895553,Cristian Jara-Figueroa,https://api.openalex.org/works?filter=author.id:A5038895553,9,41,,8231.837,100.0
Cristina Mendonça,https://openalex.org/A5029365001,Maria Cristina de Mendonça,https://api.openalex.org/works?filter=author.id:A5029365001,9,13,PT,3705.5625,79.06976744186046
Cuihua Shen,https://openalex.org/A5043908500,Cuihua Shen,https://api.openalex.org/works?filter=author.id:A5043908500,31,94,US,10030.583,100.0
Dagoberto Quevedo,https://openalex.org/A5001533723,Dagoberto R. Quevedo-Orozco,https://api.openalex.org/works?filter=author.id:A5001533723,2,2,MX,586.3303,77.27272727272727
Dalton C. Conley,https://openalex.org/A5014317276,Dalton Conley,https://api.openalex.org/works?filter=author.id:A5014317276,52,318,,21811.752,89.65517241379311
Damian Trilling,https://openalex.org/A5071797963,Damian Trilling,https://api.openalex.org/works?filter=author.id:A5071797963,28,124,NL,12707.946,100.0
Dan Jurafsky,https://openalex.org/A5087088138,Dan Jurafsky,https://api.openalex.org/works?filter=author.id:A5087088138,84,370,US,36949.438,100.0
Dana Calacci,https://openalex.org/A5014881285,Dan Calacci,https://api.openalex.org/works?filter=author.id:A5014881285,9,35,US,3314.821,95.65217391304348
Danaé Metaxa,https://openalex.org/A5086524212,Danaë Metaxa,https://api.openalex.org/works?filter=author.id:A5086524212,15,45,US,5591.438,91.66666666666666
Dandan Qiao,https://openalex.org/A5069287307,Dandan Qiao,https://api.openalex.org/works?filter=author.id:A5069287307,10,28,CN,3068.36,100.0
Daniel Abrams,https://openalex.org/A5086653394,Daniel M. Abrams,https://api.openalex.org/works?filter=author.id:A5086653394,23,114,US,10824.669,89.65517241379311
Daniel Cowen,https://openalex.org/A5110391597,Daniel S. Cowen,https://api.openalex.org/works?filter=author.id:A5110391597,23,39,CA,5964.321,88.88888888888889
Daniel E. Ho,https://openalex.org/A5058408154,Daniel E. Ho,https://api.openalex.org/works?filter=author.id:A5058408154,35,242,US,19256.723,100.0
Daniel G. Goldstein,https://openalex.org/A5007746083,Daniel G. Goldstein,https://api.openalex.org/works?filter=author.id:A5007746083,48,230,US,22086.162,100.0
Daniel Juhász Vigild,https://openalex.org/A5107662833,Daniel Juhász Vigild,https://api.openalex.org/works?filter=author.id:A5107662833,1,1,DK,782.5197,100.0
Daniel Larremore,https://openalex.org/A5027079032,Daniel B. Larremore,https://api.openalex.org/works?filter=author.id:A5027079032,33,124,US,15532.753,91.42857142857143
Daniel Matter,https://openalex.org/A5073734735,Daniel Matter,https://api.openalex.org/works?filter=author.id:A5073734735,10,31,US,3816.756,100.0
Daniel Molitor,https://openalex.org/A5055808555,Daniel Molitor,https://api.openalex.org/works?filter=author.id:A5055808555,23,82,LU,6312.1245,100.0
Daniel O'Brien,https://openalex.org/A5101447815,Daniel R. O’Brien,https://api.openalex.org/works?filter=author.id:A5101447815,34,146,US,17140.697,83.87096774193549
Daniel Racek,https://openalex.org/A5048905415,Daniel Racek,https://api.openalex.org/works?filter=author.id:A5048905415,5,23,DE,1932.4376,100.0
Daniel Romero,https://openalex.org/A5064158757,Daniel M. Romero,https://api.openalex.org/works?filter=author.id:A5064158757,26,112,US,7761.4985,89.65517241379311
Daniel Wojahn,https://openalex.org/A5060299718,Daniel Wojahn,https://api.openalex.org/works?filter=author.id:A5060299718,3,16,,1051.3691,100.0
Daniela Braun,https://openalex.org/A5033314506,Daniela A. Braun,https://api.openalex.org/works?filter=author.id:A5033314506,38,77,DE,9957.616,89.65517241379311
Daniele Barolo,https://openalex.org/A5119875601,Daniele Barolo,https://api.openalex.org/works?filter=author.id:A5119875601,0,1,,92.61211,100.0
Daniele Quercia,https://openalex.org/A5081008532,Daniele Quercia,https://api.openalex.org/works?filter=author.id:A5081008532,43,292,IT,16640.145,100.0
Danny Tse,https://openalex.org/A5079301645,Danny Tse Ngong,https://api.openalex.org/works?filter=author.id:A5079301645,1,1,,1641.1952,75.0
Dario Krpan,https://openalex.org/A5037882098,Dario Krpan,https://api.openalex.org/works?filter=author.id:A5037882098,14,71,,6985.7036,100.0
Dashun Wang,https://openalex.org/A5002041772,Dashun Wang,https://api.openalex.org/works?filter=author.id:A5002041772,35,162,US,16756.057,100.0
David Alexander Ehrlich,https://openalex.org/A5029115979,David A. Ehrlich,https://api.openalex.org/works?filter=author.id:A5029115979,7,19,DE,883.8916,76.92307692307692
David Bamman,https://openalex.org/A5058212934,David Bamman,https://api.openalex.org/works?filter=author.id:A5058212934,29,106,US,10318.143,100.0
David Borukhson,https://openalex.org/A5081392022,David Borukhson,https://api.openalex.org/works?filter=author.id:A5081392022,2,6,,1169.3839,100.0
David Broska,https://openalex.org/A5106657157,David Broska,https://api.openalex.org/works?filter=author.id:A5106657157,2,5,US,610.80237,100.0
David C. Jangraw,https://openalex.org/A5026763824,David C. Jangraw,https://api.openalex.org/works?filter=author.id:A5026763824,17,61,US,8827.393,100.0
David C. Parkes,https://openalex.org/A5086173064,David C. Parkes,https://api.openalex.org/works?filter=author.id:A5086173064,59,485,US,20523.283,100.0
David Gamba,https://openalex.org/A5037188851,David Gamba,https://api.openalex.org/works?filter=author.id:A5037188851,1,5,US,597.9843,100.0
David Harding,https://openalex.org/A5102860548,David J. Harding,https://api.openalex.org/works?filter=author.id:A5102860548,43,416,US,14569.569,89.65517241379311
David Lazer,https://openalex.org/A5013670125,David Lazer,https://api.openalex.org/works?filter=author.id:A5013670125,62,513,US,26877.238,100.0
David Mimno,https://openalex.org/A5086934220,David Mimno,https://api.openalex.org/works?filter=author.id:A5086934220,34,140,US,15767.137,100.0
David Rand,https://openalex.org/A5056499434,David G. Rand,https://api.openalex.org/works?filter=author.id:A5056499434,98,566,US,28354.764,86.95652173913044
David Rothschild,https://openalex.org/A5054707908,David Rothschild,https://api.openalex.org/works?filter=author.id:A5054707908,30,237,US,14410.266,100.0
Davide Beraldo,https://openalex.org/A5061221995,Davide Beraldo,https://api.openalex.org/works?filter=author.id:A5061221995,9,24,NL,3831.0894,100.0
Davide Molteni,https://openalex.org/A5052449725,Davide Molteni,https://api.openalex.org/works?filter=author.id:A5052449725,6,23,IT,2796.6267,100.0
Davide Vega,https://openalex.org/A5019051904,Davide Vega,https://api.openalex.org/works?filter=author.id:A5019051904,11,55,,3667.5579,100.0
Dean Eckles,https://openalex.org/A5080265907,Dean Eckles,https://api.openalex.org/works?filter=author.id:A5080265907,34,121,US,12686.033,100.0
Dean Knox,https://openalex.org/A5087031929,Dean Knox,https://api.openalex.org/works?filter=author.id:A5087031929,15,120,US,7774.28,100.0
Deb Roy,https://openalex.org/A5004281470,Deb Roy,https://api.openalex.org/works?filter=author.id:A5004281470,42,275,DE,21666.479,100.0
Deborah N Brewis,https://openalex.org/A5013072551,Deborah N. Brewis,https://api.openalex.org/works?filter=author.id:A5013072551,8,38,GB,4531.288,96.96969696969697
Deepak Sharma,https://openalex.org/A5100786499,Deepak Sharma,https://api.openalex.org/works?filter=author.id:A5100786499,35,445,NP,11462.835,100.0
Denis Bonnay,https://openalex.org/A5058810080,Denis Bonnay,https://api.openalex.org/works?filter=author.id:A5058810080,12,72,FR,5511.2036,100.0
Denise Pumain,https://openalex.org/A5040713816,Dénise Pumain,https://api.openalex.org/works?filter=author.id:A5040713816,33,610,FR,12775.845,92.3076923076923
Denitsa Saynova,https://openalex.org/A5066295934,Denitsa Saynova,https://api.openalex.org/works?filter=author.id:A5066295934,2,9,,1028.9971,100.0
Derek Holliday,https://openalex.org/A5011855937,Derek Holliday,https://api.openalex.org/works?filter=author.id:A5011855937,6,14,US,1839.6831,100.0
Derek Ouyang,https://openalex.org/A5008551833,Derek Ouyang,https://api.openalex.org/works?filter=author.id:A5008551833,8,36,US,2730.7073,100.0
